Posición,Descripción ,Derechos,Tasa Estadísticas,Impuestos Internos,Anti-Dumping,IVA
8308.90.10,PARTES DE HEVILLAS,16,3,0,0,21%
8307.90.00,CABLE ACELERADOR/FRENO/EMBRAGUE,16,3,0,0,21%
8306.29.00,ESTATUILLAS,16,3,0,0,21%
8305.90.00,CLIPS METALICOS,16,3,0,0,21%
8302.50.00,COLGADORES Y SOPORTES METALICOS,35,3,0,0,21%
8302.41.00,PICAPORTE,35,3,0,0,21%
8302.30.00,HERRAJES,16,3,0,0,21%
8302.20.00,RUEDAS PARA MUEBLES,16,3,0,0,21%
8301.40.00,CERRADURAS PARA NOTEBOOK,16,3,0,0,21%
8301.20.00,LLAVES PARA VEHICULOS,16,3,0,0,21%
8301.20.00,cerradura de automovil,16,3,0,0,21%
8301.10.00,CANDADO,16,3,0,0,21%
8215.99.90,ARTICULOS DE USO DOMESTICO,18,3,0,0,21%
8215.99.90,ART USO DOMESTICO TENEDOR,18,3,0,0,21%
8215.20.00,LOS DEMAS SURTIDOS,18,3,0,0,21%
8215.20.00,CUCHARONES DE ACERO INOX,18,3,0,0,21%
8214.20.00.300X,kit alicate para uñas,18,3,0,0,21%
8214.20.00.190Q,Herramientas de pedicura,18,3,0,0,21%
8214.20.00,herramientas de pedicura,18,3,0,0,21%
8213.00.00,TIJERA,18,3,0,0,21%
8211.93.90,CUCHILLOS,18,3,0,0,21%
8211.92.90,CHAIRA,18,3,0,0,21%
8208.90.00,CUCHILLAS,16,3,0,0,21%
8208.30.00,CUCHILLA/RODILLO PARA MAQ ALIMENTICIA,16,3,0,0,21%
8208.10.00,ROUND BLADE,16,3,0,0,21%
8207.90.00,UTILES DE FRESAR,18,3,0,0,21%
8207.90.00,UTILES INTERCAMB,18,3,0,0,21%
8207.90.00,UTILES INTERCAMBIABLES,18,3,0,0,21%
8207.90.00,VASTAGOS DE DESTORNILLADORES,18,3,0,0,21%
8207.80.00,SET PUNTAS PARA TORNO,18,3,0,0,21%
8207.50.19,SET BROCAS,18,3,0,0,21%
8207.50.19,BROCAS,18,3,0,0,21%
8206.00.00.900T,MULTIHERRAMIENTA,18,3,0,0,21%
8205.90.00,HERRAMIENTAS KIT 4 UNIDADES,18,3,0,0,21%
8205.90.00,HERRAMIENTA DE MANO,18,3,0,0,21%
8205.90.00,HERRAMIENTA DE MANO KIT,18,3,0,0,21%
8205.90.00,JUEGO DE HERRAMIENTAS,18,3,0,0,21%
8205.59.00.900C,HERRAMIENTAS DE MANO,18,3,0,0,21%
8205.59.00,ESPATULA DE METAL,18,3,0,0,21%
8205.40.00,SET DESTORNILLADORES,18,3,0,0,21%
8205.10.00,TERRAJAS,18,3,0,0,21%
8204.20.00,Kit Herramienta tubos,18,3,0,0,21%
8204.11.00,Las demas herramientas llaves,18,3,0,0,21%
8203.30.00,CUCHILLAS,16,3,0,0,21%
8203.30.00,LAS DEMAS HERRAMIENTAS,18,3,0,0,21%
8203.30.00,HERRAMEINTAS TELEFONIA,18,3,0,0,21%
8203.20.10,kit alicates,18,3,0,0,21%
8201.60.00,TIJERA DE PODAR ELECTRICA,18,3,0,0,21%
8007.00.90,ESTAÑO EN PASTA,16,3,0,0,21%
7616.99.00,SOPORTE ALUMINIO KIT X 2 UNID.,12,3,0,0,21%
7616.99.00,DISIPADOR DE CALOR,14,3,0,0,21%
7616.99.00,MANUF DE ALUMINIO,12.6,3,0,0,21%
7616.99.00,KIT CAPSULAS P CAFETERA,14,3,0,0,21%
7616.99.00,Las demás manufacturas de aluminio,12.6,3,0,0,21%
7615.10.00.999A,OLLA DE ALUMINIO,16,3,0,0,21%
7606.11.90.000A,BANDEJA DE ALUMINIO,10.8,3,0,0,21%
7419.99.90,MANUFACT DE BRONCE,16,3,0,0,21%
7419.99.90,ANODO,16,3,0,0,21%
7415.33.00,KIT DE PERNOS Y BUJES,14,3,0,0,
7415.33.00,PERNOS,14,3,0,0,21%
7326.90.90,CHAVETAs,18,3,0,0,21%
7326.90.90,KIT MONTAJE,18,3,0,0,21%
7326.90.90,ABRAZADERA,18,3,0,0,21%
7326.90.90,MANUFACTURAS DE METAL,18,3,0,0,21%
7326.90.90,KIT 2 SOPORTES METALICOS,18,3,0,0,21%
7326.90.90,SOPORTE METALICO,18,3,0,0,21%
7326.90.90,LLAVEROS METALICOS,18,3,0,0,21%
7326.90.90,"MANUF METALICAS, SEPARADORES",18,3,0,0,21%
7326.20.00,MANUFACTURAS METALICAS,18,3,0,0,21%
7326.19.00,MANUFAC DE METAL,19,3,0,0,0%
7326.19.00,MANUFACT DE METAL,18,3,0,0,21%
7325.99.90,MANUFACTURA DE METAL,18,3,0,0,21%
7325.99.90,LAS DEMAS MANUFACTURAS DE METAL,18,3,0,0,21%
7325.99.10,MANUF DE METAL,18,3,0,0,21%
7325.99.10,PARTE TELEFONO BANDEJA SIM,18,3,0,0,21%
7324.90.00,PARTES DE DUCHA Y HIGIENE,18,3,0,0,21%
7324.10.00,PILETAS Y DEMAS ART DE ACERO INOX,18,3,0,0,21%
7323.99.00,ART DOMESTICOS,18,3,0,0,21%
7323.99.00,JUEGO OLLAS Y SARTENES,18,3,0,0,21%
7323.99.00,SARTEN PAELLERA,18,3,0,0,21%
7323.93.00,TAZA DE METAL,35,3,0,0,21%
7323.93.00,VASO METALICO,35,3,0,0,21%
7323.93.00,COCTELERA,35,3,0,0,21%
7323.93.00,ESCURRIDOR PLATOS,35,3,0,0,21%
7323.93.00,PAVA ACERO INOX.,35,3,0,0,21%
7323.93.00,OLLAS CACEROLAS ETC,35,3,0,0,21%
7323.10.00,ESPONJA DOMESTICA,18,3,0,0,21%
7323.10.00,ART USO DOMESTICO CORTADOR,18,3,0,0,21%
7323.10.00,ART USO DOMESTICO SACA SEMILL,18,3,0,0,21%
7323.10.00,ART USO DOMEST PINZA,18,3,0,0,21%
7323.10.00,ART USO DOMEST CORTADOR,18,3,0,0,21%
7322.90.10.000W,CALENTADOR DE AIRE DIESEL,0,3,0,0,21%
7320.90.00,RESORTES VS,16,3,0,0,21%
7320.20.90,RESORTES SET,16,3,0,0,21%
7319.90.00,AGUJAS DE TEJER,16,3,0,0,21%
7318.29.00,clamp,16,3,0,0,21%
7318.24.00,PASADORES,16,3,0,0,21%
7318.23.00,REMACHES,16,3,0,0,21%
7318.23.00,KIT 100 UNID REMACHES,16,3,0,0,21%
7318.22.00,ARANDELA,16,3,0,0,21%
7318.22.00,ARANDELA,16,3,0,0,21%
7318.21.00,RESORTE M SET,16,3,0,0,21%
7318.19.00.900V,Los demás artículos roscados,16,3,0,0,21%
7318.16.00,TUERCAS,25,3,0,0,21%
7318.16.00,PACK 10 UNID TUERCAS,25,3,0,0,21%
7318.15.00,TORNILLOS,25,3,0,0,21%
7318.15.00,TORNILLOS SET,25,3,0,0,21%
7318.15.00,TORNILLOS,25,3,0,0,21%
7315.89.00,KIT CADENA DE DISTRIBUCION,14,3,0,0,21%
7315.12.10,CADENA,14,3,0,0,21%
7311.00.00,RECIPIENTE DE ACERO,12.6,3,0,0,21%
7310.29.90,CAJA METALICA,14,3,0,0,21%
7308.90.90,PILARES DE METAL,14,3,0,0,21%
7307.19.10,CUPLAS,14,3,0,0,21%
7207.19.00,Productos intermedios de hierro o acero,7.2,3,0,0,21%
7117.90.00.000V,Las demás Bisutería,35,3,0,0,21%
7117.90.00,BISUTERIA LAS DEMAS,35,3,0,0,21%
7117.19.00,BISUTERIA DE METAL,18,3,0,0,21%
7117.19.00,BIJUTERIA,18,3,0,0,21%
7117.19.00,BISUTERIA,18,3,0,0,21%
7117.19.00,BISUTERIA DE METAL COMUN,35,3,0,0,21%
7019.90.90,MANUFACT FIBRA DE VIDRIO,12,3,0,0,21%
7018.90.00,LAS DEMAS DE VIDRIO,18,3,0,0,21%
7018.90.00,ADORNO EXHIBIDOR DE VIDRIO,18,3,0,0,21%
7018.10.90,PIEDRAS DE VIDRIO,18,3,0,0,21%
7015.90.30,VIDRIOS PARA GAFAS,14,3,0,0,21%
7015.90.20,ANTIPARRA,14,3,0,0,21%
7013.42.10,CAFETERA VIDRIO,18,3,0,0,21%
7013.37.00,JUEGO DE COPAS,18,3,0,0,21%
7013.37.00,VASOS,18,3,0,0,21%
7011.10.29,ENVASE DE VIDRIO,10,3,0,0,21%
7009.92.00,"Espejos de vidrio, enmarcados o no",12.6,3,0,0,21%
7009.91.00,ESPEJO DOMOTICA,12,3,0,0,21%
7009.10.00.921Z,espejo retrovisor,12.6,3,0,0,21%
7007.19.00,PACK VIDRIOS PROTECTORES,12,3,0,0,21%
7007.19.00,VIDRIO PROTECTOR,12,3,0,0,21%
7007.19.00,VIDRIOS PROTECT (PACK 20 UNID),12,3,0,0,21%
6913.90.00,CENICERO,20,3,0,0,21%
6912.00.00,DISP CERAMICA BAÑO,20,3,0,0,21%
6912.00.00,PLATOS CERAMICA,20,3,0,0,21%
6912.00.00,VAJILLA CERAMICA,20,3,0,0,21%
6912.00.00,VAJILLA FUENTES,20,3,0,0,21%
6912.00.00,VASOS CERAMICOS,20,3,0,0,21%
6909.19.90,DISP CERAMICA,10,3,0,0,21%
6804.30.00,PIEDRAS PARA AFILAR,6,3,0,0,21%
6704.90.00,PARTE PELUCA,16,3,0,0,21%
6704.19.00,PESTANAS POSTIZAS,16,3,0,0,21%
6601.99.00,PARAGUAS,20,3,20,0,21%
6601.10.00,TOLDOS,21,3,0,0,21%
6505.00.90,PASAMONTANAS,20,3,0,0,21%
6505.00.90,BOINA,20,3,0,0,21%
6505.00.29,GORRO LANA,20,3,0,0,21%
6505.00.19,GORRAS,20,3,0,0,21%
6406.90.20,plantilla,18,3,0,0,21%
6406.90.20,PLANTILLAS P/CALZADO,18,3,0,0,21%
6406.20.00,suela de zapatilla,18,3,0,0,21%
6404.20.00,SANDALIAS,35,3,0,0,21%
6404.20.00,PANTUFLAS,35,3,0,0,21%
6404.20.00,ZAPATOS,35,3,0,0,
6404.19.00,ZAPATILLAS,35,3,0,0,21%
6404.19.00,zapatillas,20,3,0,0,21%
6403.91.90,CALZADO DEPORTIVO,35,3,0,0,21%
6403.91.90,BOTAS,35,3,0,0,21%
6403.19.00,BOTINES,35,3,0,0,21%
6401.99.10,TOBILLERA KIT,35,3,0,0,21%
6308.00.00,MANTEL,20,3,0,0,21%
6307.90.90,KIT TIRAS DE VELCRO,35,3,0,0,21%
6307.90.90,ACCESORIO TELA PARA FOTOGRAFIA,35,3,0,0,21%
6307.90.90,TAPABOCAS KIT 30 UNID,35,3,0,0,21%
6307.90.90,TAPABOCAS KIT 11 UNID,35,3,0,0,21%
6307.90.90,TAPABOCAS KIT 3 UNID,35,3,0,0,21%
6307.90.90,IMPERMEABLE PARA PERROS,35,3,0,0,21%
6307.90.90,CHALECO PARA PESCA,35,3,0,0,21%
6307.90.90,ACC LENTE REALIDAD VIRTUAL,35,3,0,0,21%
6307.90.90,TAPABOCAS,35,3,0,0,21%
6307.90.90,PULSERA DE TELA,35,3,0,0,21%
6307.90.90,MUESTRA TEXTIL,35,3,0,0,21%
6307.90.10,BARBIJOS,0,0,0,0,21%
6307.90.10,BANDERA,35,3,0,0,21%
6307.90.10,TAPABOCAS BARBIJOS,0,0,0,0,21%
6307.10.00,PANOS LIMPIEZA,35,3,0,0,21%
6306.90.00,CARPA,35,3,0,0,21%
6306.90.00,COLCHONETA INFLABLE,35,3,0,0,21%
6306.29.90,"Toldos, carpas, incluido Gazebos",35,3,0,0,21%
6305.90.00,BOLSAS PARA DADOS,35,3,0,0,21%
6305.33.90,ARTICULOS TEXTILES PARA ENVASADO,16,3,0,0,21%
6304.11.00,ACOLCHADO,35,3,0,0,21%
6302.60.00,ROPA.TOALLAS,35,3,0,0,21%
6302.60.00,ROPA TOALLAS,35,3,0,0,21%
6302.32.00.990D,LAS DEMAS ROPAS DE CAMA,35,3,0,0,21%
6302.21.00,JUEGO SABANAS,35,3,0,0,21%
6301.10.00,MANTA ELECTRICA,35,3,0,0,21%
6217.10.00,HOMBRERAS,35,3,0,0,21%
6216.00.00,GUANTES,35,3,0,0,21%
6212.90.00,ROPA INTERIOR,35,3,0,0,21%
6211.49.00,las demás materias textiles,20,3,0,0,21%
6211.42.00,CAMPERA,35,3,0,0,21%
6211.42.00,KIT CAMPERA/REMERA,35,3,0,0,21%
6211.42.00,DELANTAL,35,3,0,0,21%
6211.33.00,CAMPERA DEPORTIVA,35,3,0,0,21%
6210.20.00,ROPA IMPERMEABLE,35,3,0,0,21%
6210.10.00,ROPA PROTECCION,35,3,0,0,21%
6209.30.00.900Y,FUNDAS IMPERMEABLES,35,3,0,0,21%
6204.69.00,ROPA CALZA,35,3,0,0,21%
6204.39.00,SACOS MUJER,35,3,0,0,21%
6204.39.00,DEMAS PRENDAS,20,3,0,0,21%
6203.49.00,PANTALON HOMBRE,35,3,0,0,21%
6203.49.00,ROPA PANTALONES,35,3,0,0,21%
6203.39.00,SACOS HOMBRE,35,3,0,0,21%
6202.13.00,CAMPERAS,35,3,0,0,21%
6201.93.00,SOBRETODO,35,3,0,0,21%
6201.90.00,"DEMAS PRENDAS, ABRIGOS, ANORAKS, ETC",20,3,0,0,21%
6117.80.90,SET DE VINCHAS,35,3,0,0,21%
6117.80.10,ROPA CORBATA,35,3,0,0,21%
6117.10.00,ROPA BUFANDA,35,3,0,0,21%
6116.99.00,ROPA TOP,35,3,0,0,21%
6115.30.90,KIT MEDIAS 12 UNIDADES,35,3,0,0,21%
6115.30.90,ROPA MEDIAS,35,3,0,0,21%
6115.30.90,ROPA MEDIAS,35,3,0,0,21%
6115.30.90,ROPA MEDIAS KIT 6 UNIDS,35,3,0,0,21%
6115.29.90,ROPA DEPORTIVA,35,3,0,0,21%
6115.10.22,ROPA MEDIAS MUJER,35,3,0,0,21%
6113.00.00,ROPA,35,3,0,0,21%
6111.20.00.900A,PRENDAS DE ALGODON PARA BEBE,35,3,0,0,21%
6110.30.00,CONJUNTO BUZO Y REMERA,35,3,0,0,21%
6110.30.00,ROPA. BUZO,35,3,0,0,21%
6110.19.00,ROPA CARDIGAN,35,3,0,0,21%
6110.19.00,ROPA PULLOVER,35,3,0,0,21%
6110.12.00,ROPA SUETERS,35,3,0,0,21%
6110.12.00,KIT 2 SUETERS,35,3,0,0,21%
6109.90.00,ROPA CAMISETA BASKET,35,3,0,0,21%
6109.10.00,ROPA POLO,35,3,0,0,21%
6109.10.00,CONJUNTO REMERA Y SHORT,35,3,0,0,21%
6109.10.00,ROPA REMERAS,35,3,0,0,21%
6109.10.00,REMERAS,20,3,0,0,21%
6108.99.00,ROPA INTERIOR,20,3,0,0,21%
6107.21.00,PIJAMA,35,3,0,0,21%
6107.19.00,ROPA INTERIOR HOMBRE KIT 3 UNID,35,3,0,0,21%
6106.90.00,ROPA CAMISA,35,3,0,0,21%
6106.90.00,CONJUNTO REMERA/PANTALON NIÑA,35,3,0,0,21%
6105.10.00,demas confecciones de algodon,35,3,0,0,21%
6104.69.00,PANTALONES,20,3,0,0,21%
6104.49.00,ROPA VESTIDOS,35,3,0,0,21%
6104.49.00,ROPA VESTIDOS SET 2 UNID,35,3,0,0,21%
6104.49.00,VESTIDOS,20,3,0,0,21%
6103.49.00,ROPA SHORT,35,3,0,0,21%
6103.49.00,ROPA PANTALON JOGGING,35,3,0,0,21%
6103.29.90,AMBO TEXTIL,20,3,0,0,21%
6102.90.00,DEMAS PRENSAS DE VESTIR MUJER NIÑA,20,3,0,0,21%
6101.20.00,ROPA CAMPERA,35,3,0,0,21%
5911.90.00,ARTICULO TEXTIL,26,3,0,0,21%
5911.90.00,TELON FONDO VIDEOS,26,3,0,0,21%
5906.10.00,CINTA ADHESIVA,16,3,0,0,21%
5906.10.00,CINTAS ADHESIVAS,16,3,0,0,21%
5806.32.00,DEMAS CINTAS DE FIBRAS SINTETICAS,18,3,0,0,21%
5703.39.00.290K,TAPETE PARA BEBE,35,3,0,0,21%
5702.91.00.100W,Alfombra plastica/textil en losetas,35,3,0,0,21%
5702.20.00,ALFOMBRA,35,3,0,0,21%
5609.00.90.000M,Lingas - Eslingas de carga con accesorio,18,3,0,0,21%
5608.90.00,RED PARA PESCA,18,3,0,0,21%
5607.50.11,CORDELES,18,3,0,0,21%
5607.41.00,LINEA DYNEEMA,18,3,0,0,21%
5513.23.10,fibras discontinuas de poliéster,18,3,0,0,21%
5407.73.00.430Q,Tejidos de hilados sinteticos polipropil,18,3,0,0,21%
5407.51.00.190R,Tejidos de hilados sinteticos polipropil,18,3,0,0,21%
5406.00.20,CARRETES FILAMENTOS NYLON,18,3,0,0,21%
4911.99.00,LIBRO ORGANIZADOR,16,3,0,0,21%
4911.99.00,POSTER ENMARCADO,16,3,0,0,21%
4911.99.00,POSTER,16,3,0,0,21%
4911.91.00,STICKERS,16,3,0,0,21%
4911.10.90,MATERIAL DE PROMOCION,16,3,0,0,21%
4911.10.90,IMPRESO COMERCIAL,16,3,0,0,21%
4911.10.90,IMPRESOS,16,3,0,0,21%
4908.10.00,KIT CALCOMANIAS,16,3,0,0,21%
4903.00.00,LIBROS Y ALBUMMES DE ESTAMPAS,16,3,0,0,0%
4901.99.00.990A,LOS DEMAS LIBROS,0,0,0,0,0%
4901.99.00,MANUAL TECNICO,0,0,0,0,21%
4901.99.00,LIBROS,0,0,0,0,0%
4901.10.00,lLIBROS,0,3,0,0,0%
4823.69.00,Juego de vajilla de papel KIT 96,16,3,0,0,21%
4823.20.10,KIT PAPEL FILTRO CAFE,2,3,0,0,21%
4821.90.00,ETIQUETAS,16,3,0,0,21%
4820.30.00,CARPETAS,16,3,0,0,21%
4820.10.00,AGENDA,16,3,0,0,21%
4819.40.00,BOLSAS DE PAPEL,16,3,0,0,21%
4817.30.00,CAJAS DE CARTON,16,3,0,0,21%
4817.30.00,ENVASE/EMBALAJE CARTON,16,3,0,0,21%
4811.90.90,ROLLO PAPEL IMPRESION,12,3,0,0,21%
4802.69.99,PAPEL PARA IMPRESION,12,3,0,0,21%
4802.40.10,PAPEL Y CARTON,16,3,0,0,21%
4504.90.00,JUNTA TAPA DE VALVULA,9,3,0,0,21%
4421.99.00,ARBOL RASCADOR P/GATOS,35,3,0,0,21%
4419.00.00,ARTICULO DE MESA,14,3,0,0,21%
4417.00.20,ENSANCHADOR DE CALZADO,10,3,0,0,21%
4205.00.00,COIFAS REP AUTO,20,3,0,0,21%
4203.30.00,CINTURON,20,3,0,0,21%
4203.30.00,CINTURON PORTA HERRAMIENTAS,20,3,0,0,21%
4202.99.00,FUNDAS,20,3,20,0,21%
4202.99.00,KIT FUNDA Y PROTECTOR,20,3,0,0,21%
4202.99.00,KIT FUNDA Y MOUSE,20,3,0,0,21%
4202.99.00,DEMAS ESTUCHES/CONTINENTES SIMILARES,20,3,0,0,21%
4202.99.00,BOLSOS,20,3,0,0,21%
4202.99.00,RINONERA,20,3,0,0,21%
4202.99.00,FUNDAS Y ESTUCHES,20,3,0,0,21%
4202.92.00.230,MOCHILA TERMICA,20,3,0,0,21%
4202.92.00,CARTUCHERA,35,3,0,0,21%
4202.92.00,MOCHILA,20,3,0,0,21%
4202.92.00,CARTERA,35,3,0,0,21%
4202.92.00,MOCHILA MAT TEXTIL,35,3,0,0,21%
4202.92.00,BOLSO MAT TEXTIL,35,3,0,0,21%
4202.92.00,FUNDA TAC CONS,35,3,0,0,21%
4202.91.00,BOLSO GOLF,20,3,0,0,21%
4202.39.00,BILLETERAS,20,3,0,0,21%
4202.39.00,ESTUCHES - ARTICULOS DE BOLSILLO,20,3,0,0,21%
4202.29.00,BOLSAS DE MANO,20,3,0,0,21%
4202.22.20.900F,Los demás De materia textil,35,3,0,0,21%
4202.21.00,BOLSO,20,3,0,0,21%
4202.21.00,Cartera cuero natural o regenerado,20,3,0,0,21%
4202.12.10,CARTERAS,20,3,0,0,21%
4202.11.00,alforjas / contenedor,20,3,0,0,21%
4201.00.90,COLLAR PARA MASCOTA,20,3,0,0,21%
4016.99.90.190Z,Tiras sin fin banditas elasticas,16,3,0,0,21%
4016.99.90,TAPETE DE GOMA,16,3,0,0,21%
4016.99.90,MANUF DE CAUCHO,16,3,0,0,21%
4016.99.90,PARCHES BICICLETA,16,3,0,0,21%
4016.99.90,BUJES,16,3,0,0,21%
4016.99.90,COBERTOR DE CAUCHO,16,3,0,0,21%
4016.99.90,ACCESORIOS DE CAUCHO P/MASCOTA,16,3,0,0,21%
4016.93.00,JUNTAS DE CAUCHO,16,3,0,0,21%
4016.93.00,O RING,16,3,0,0,21%
4016.91.00,SET ALFOMBRAS VEHICULOS,16,3,0,0,21%
4016.91.00,ALFOMBRAS VEHICULOS,16,3,0,0,21%
4016.10.90,CORREAS 1,16,3,0,0,21%
4016.10.90,PAD MOUSE,16,3,0,0,21%
4016.10.90,CORREAS KIT 2 UNID,16,3,0,0,21%
4014.90.90.210J,CHUPETE,16,3,0,0,21%
4012.90.90,cubierta maciza,16,3,0,0,21%
4011.50.00,CUBIERTAS BICICLETA ORIGEN CHINA,16,3,0,07.03,21%
4011.10.00.869W,Neumatico para vehiculo,16,3,0,0,21%
4011.10.00,CUBIERTAS DE CAUCHO,16,3,0,0,21%
4010.39.00,Correas transportadoras o de transmisión,12.6,3,0,0,21%
4010.39.00,sharpening motor wide belt,12.6,3,0,0,21%
4010.31.00,CORREA DE DISTRIBUCION,14,3,0,0,21%
4009.42.90,KIT MANGUERAS,14,3,0,0,21%
4009.11.00,MANGUERA,14,3,0,0,21%
3926.90.90.999A,Las demás manufacturas de plástico,35,3,0,0,21%
3926.90.90.919Z,Manufacturas de plástico para vehiculos,35,3,0,0,21%
3926.90.90,SOPORTE PARA CELULAR,18,3,0,0,21%
3926.90.90,FUNDA NOTEBOOK C/ACC,35,3,0,0,21%
3926.90.90,RETAZOS,18,3,0,0,21%
3926.90.90,MANUF DE PLASTICO,35,3,0,0,21%
3926.90.90,MANUFACTURAS. LAS DEMAS,35,3,0,0,21%
3926.90.90,JABONERA PLASTICA,18,3,0,0,21%
3926.90.90,TECLAS PLASTICAS,18,3,0,0,21%
3926.90.90,CAJA HERRAMIENTAS PLASTICA,18,3,0,0,21%
3926.90.90,PERILLA PLASTICA,18,3,0,0,21%
3926.90.90,PACK MANUF PLASTICAS 4 UNID,18,3,0,0,21%
3926.90.90,MANUF PLASTICAS KIT 4 UNID,18,3,0,0,21%
3926.90.90,FUNDA CELULAR CON ACCS,35,3,0,0,
3926.90.90,MANUFACT PLASTICAS DE 100 UNIDADES,35,3,0,0,21%
3926.90.90,JGO PANELES PUERTA AUTOMOVIL,18,3,0,0,21%
3926.90.90,FUNDA PLASTICA,35,3,0,0,21%
3926.90.90,FILM PROTECTOR X 2 UNID,18,3,0,0,21%
3926.90.90,FILM PROTECTOR Y ACCS X 2 UNID,18,3,0,0,21%
3926.90.90,PALLETS P,35,3,0,0,21%
3926.90.90,TAPAS PLASTICAS,18,3,0,0,21%
3926.90.90,COLCHON INFLABLE,18,3,0,0,21%
3926.90.90,SOPORTE P,18,3,0,0,21%
3926.90.90,PRISMAS NP,18,3,0,0,21%
3926.90.90,BLOCKS PLAST,35,3,0,0,21%
3926.90.90,ENVASE/EMBALAJE PLASTICO,35,3,0,0,21%
3926.90.90,BOTE SILLA INFLABLE,18,3,0,0,21%
3926.90.90,Las demás manufacturas de plástico,18,3,0,0,21%
3926.90.90,TORNILLO PLASTICO,35,3,0,0,21%
3926.90.90,GEL PACK,35,3,0,0,21%
3926.90.10,PALLETS PLASTICO,35,3,0,0,21%
3926.90.10,ARANDELAS PLASTICAS KIT 6 UNID,18,3,0,0,21%
3926.40.00,ESTATUILLAS PLASTICAS,18,3,0,0,21%
3926.40.00,ARTICULOS PLASTICOS. LOS DEMAS,18,3,0,0,21%
3926.40.00,REMO PLASTICO INFLABLE,18,3,0,0,21%
3926.40.00,PROTECTOR PLASTICO KIT 5 UNIDADES,18,3,0,0,21%
3926.40.00,PROTECTOR PLASTICO KIT 10 UNIDADES,18,3,0,0,21%
3926.40.00,ENVASES PLASTICOS,18,3,0,0,21%
3926.30.00,PERILLAS PLASTICAS,18,3,0,0,21%
3926.20.00,PROTECTOR FACIAL KIT X 11,18,3,0,0,21%
3926.20.00,CINTURONES PLASTICOS,18,3,0,0,21%
3926.10.00,CARPETAS PLASTICAS,18,3,0,0,21%
3926.10.00,CLIPS PLASTICOS,18,3,0,0,21%
3925.90.90,VEJIGA PLASTICA,18,3,0,0,21%
3925.30.00,CORTINA BLACK OUT,18,3,0,0,21%
3924.90.00.400Z,CUBO DE BASURA,18,3,0,0,21%
3924.90.00,ESPONJA,18,3,0,0,21%
3924.90.00,vajilla o art de tocador,18,3,0,0,21%
3924.10.00.919L,BIBERONES,18,3,0,0,21%
3924.10.00.590W,MOLDE DE SILICONA,18,3,0,0,21%
3924.10.00.590W,MOLDE SILICONA,18,3,0,0,21%
3924.10.00.190Z,CUBIERTO DE PLASTICO,18,3,0,0,21%
3924.10.00,CAJAS PLASTICAS,18,3,0,0,21%
3924.10.00,MANTEL PLASTICO,18,3,0,0,21%
3924.10.00,SET TABLAS COCINA,18,3,0,0,21%
3923.90.10,PALLETS DE PLASTICO,18,3,0,0,21%
3923.30.90,BOTELLA,18,3,0,0,21%
3923.30.90,BOTELLA P BICICLETA,18,3,0,0,21%
3923.30.00,BOMBONAS LAS DEMAS,18,3,0,0,21%
3923.29.90.000T,De los demás plásticos,18,3,0,0,21%
3923.21.90,FOLIOS A4,18,3,0,0,21%
3923.21.90,FOLIOS KIT 80 UNID,18,3,0,0,21%
3923.21.90,FOLIOS,18,3,0,0,21%
3923.21.90,FOLIOS KIT 20 UNID,18,3,0,0,21%
3923.21.90,FOLIOS KIT 35 UNID,18,3,0,0,21%
3923.21.90,FOLIOS (KIT 100 UNID),18,3,0,0,21%
3923.21.90,FOLIOS (KIT 25 UNID),18,3,0,0,21%
3923.21.90,FOLIOS (KIT 50 UNID),18,3,0,0,21%
3923.10.90,MANUFACTURAS DE PLASTICO,35,3,0,0,21%
3923.10.90,CONTINENTES PLASTICOS,18,3,0,0,21%
3921.90.90,FILM,16,3,0,0,21%
3921.90.90,PLACAS PLASTICAS,16,3,0,0,21%
3921.90.90,FILM JUEGO 100 UN,16,3,0,0,21%
3920.99.90,ROLLO FILM,16,3,0,0,21%
3920.99.10,KIT MANUF SILICONA/ LLAVERO,16,3,0,0,21%
3920.99.10,MANUF DE SILICONA KIT,16,3,0,0,21%
3920.20.90,TIRAS DE POLIPROPILENO,16,3,0,0,21%
3919.90.90.999K,PROTECTOR DE PANTALLA,16,3,0,0,21%
3919.90.90,PAD GEL SILICONA,16,3,0,0,21%
3919.90.90,LAMINAS ADHESIVAS,16,3,0,0,21%
3919.90.90,LAMINAS ADHESIVAS KIT 100 UNIDADES,16,3,0,0,21%
3919.90.90,FILM PROTECTOR KIT 20 UNIDADES,16,3,0,0,21%
3919.90.90,FILM PROTECTOR SMARTWATCH,16,3,0,0,21%
3919.90.90,FILM PROTECTOR CELULAR,16,3,0,0,21%
3919.90.20,LAMINAS DE VINILO KIT,16,3,0,0,21%
3919.90.10,ROLLOS DE FILM,16,3,0,0,21%
3919.90.10,HOJAS PLASTICAS,16,3,0,0,21%
3919.90.10,HOJAS PLASTICAS,16,3,0,0,21%
3919.90.10,PLACAS,16,3,0,0,21%
3919.90.00,FILM EN PLACAS,16,3,0,0,21%
3919.10.90,PLACAS PLASTICAS AUTOADHESIVAS,16,3,0,0,21%
3919.10.00,CINTA,16,3,0,0,21%
3919.10.00,BOLSAS,16,3,0,0,21%
3917.29.00,TUBOS PLASTICOS,16,3,0,0,21%
3916.90.90,FILAMENTOS IMPRESORA 3D,16,3,0,0,21%
3910.00.90,GEL DE SILICONA,14,3,0,0,21%
3907.30.19,RESINA EPOXI,12.6,3,0,0,21%
